6530.72420 17.302 0.009
6531.73901 17.322 0.008
6533.72422 17.463 0.009
6534.72545 17.353 0.008
6536.75505 17.510 0.008
6538.70012 17.388 0.008
6539.75962 17.314 0.008
6543.70878 17.321 0.008
6545.67899 17.495 0.008
6547.76075 17.408 0.008
6551.70258 17.413 0.013
6556.71752 17.333 0.010
6560.74162 17.409 0.008
6563.66275 17.486 0.009
6567.73870 17.504 0.009
6571.63456 17.501 0.009
6575.65238 17.456 0.008
6579.62397 17.355 0.009
6584.60287 17.470 0.011
6592.58978 17.350 0.010
6596.65988 17.276 0.011
6604.58814 17.335 0.010
6609.53189 17.245 0.009
6612.57877 17.400 0.011
6615.63434 17.485 0.016
6622.53065 17.243 0.008
6628.57715 17.524 0.013
6636.54127 17.448 0.009
6641.54360 17.514 0.011
6649.56604 17.377 0.009
6655.55423 17.493 0.010
6663.55609 17.525 0.013
6668.55868 17.518 0.012
6827.93715 17.490 0.011
6834.87623 17.240 0.013
6837.92622 17.400 0.011
6845.88756 17.452 0.010
6852.84984 17.476 0.025
6857.83379 17.499 0.010
6864.81799 17.309 0.010
6871.83739 17.467 0.014
6876.87894 17.453 0.011
6881.83248 17.362 0.012
6885.81144 17.390 0.009
6888.75340 17.474 0.010
6895.77955 17.230 0.009
6907.70514 17.359 0.011
6921.67599 17.223 0.008
6925.71584 17.293 0.009
6929.67382 17.335 0.011
6936.63442 17.475 0.012
6940.65385 17.481 0.013
6943.60550 17.264 0.010
6949.62488 17.484 0.012
6952.60132 17.390 0.010
6955.61812 17.362 0.009
6960.60477 17.260 0.011
6964.73641 17.373 0.015
6967.55366 17.449 0.015
6971.60024 17.489 0.012
6974.67099 17.297 0.009
6979.56348 17.488 0.011
6981.55966 17.361 0.012
6985.53201 17.393 0.013
6989.55928 17.439 0.010
6995.57267 17.267 0.011
6998.54639 17.405 0.012
7001.57731 17.482 0.012
7007.58847 17.405 0.011
7014.56528 17.501 0.011
7018.56760 17.492 0.012
7026.55902 17.240 0.012
7030.56122 17.268 0.008
7034.54790 17.315 0.011
7188.92056 17.376 0.015
7196.90515 17.447 0.011
7203.90376 17.317 0.010
7205.81260 17.445 0.013
7210.87287 17.398 0.012
7218.88546 17.441 0.013
7223.89750 17.440 0.014
7229.82744 17.259 0.009
7235.81775 17.485 0.013
7249.76838 17.410 0.009
7253.80167 17.434 0.009
7257.79048 17.451 0.008
7260.75413 17.448 0.013
7263.78956 17.328 0.012
7265.76458 17.508 0.012
7269.80673 17.493 0.010
7274.74542 17.518 0.011
7277.72279 17.331 0.010
7286.68974 17.480 0.012
7291.65571 17.502 0.016
7295.66254 17.526 0.013
7299.67853 17.394 0.010
7306.68021 17.360 0.012
7312.61516 17.426 0.014
7317.60125 17.468 0.012
7322.64421 17.516 0.013
7333.57137 17.239 0.009
7339.56382 17.500 0.010
7342.57389 17.237 0.010
7346.58103 17.265 0.010
7353.63480 17.448 0.016
7355.60124 17.262 0.009
7358.58438 17.405 0.010
7362.57575 17.441 0.009
7365.56739 17.473 0.009
7371.60453 17.426 0.009
7374.56494 17.498 0.010
7378.57539 17.490 0.012
7382.55550 17.417 0.012
7386.57146 17.216 0.009
7389.54688 17.379 0.010
7398.55451 17.343 0.009
7402.53998 17.386 0.010
7405.53480 17.456 0.013
7409.54932 17.501 0.013
7555.94534 17.492 0.014
7567.91467 17.241 0.011
7570.94713 17.435 0.015
7581.85961 17.488 0.009
7584.90662 17.277 0.009
7589.86141 17.271 0.012
7599.85169 17.492 0.011
